date,time,latitude,longitude,number_of_persons_injured,number_of_persons_killed,contributing_factor_vehicle_1
2022-01-01,05:21:00,40.61999,-73.98392,0,0,Unspecified
2021-01-04,06:45:00,40.66522,-73.94746,0,0,Driver Inattention/Distraction
2022-01-03,11:00:00,40.697315,-73.932274,0,0,Turning Improperly
2022-01-03,18:50:00,40.63469,-74.1062,0,0,Driver Inattention/Distraction
2022-01-01,01:50:00,40.833668,-73.94006,0,0,Unspecified
2021-12-31,12:00:00,40.75199,-73.895164,0,0,Unspecified
2022-01-03,23:55:00,40.772156,-73.94541,1,0,Driver Inexperience
2021-12-30,02:13:00,40.847427,-73.931404,1,0,Traffic Control Disregarded
2022-01-03,23:49:00,40.61372,-73.952126,0,0,Traffic Control Disregarded
2022-01-02,22:30:00,40.66871,-73.91731,0,0,Driver Inattention/Distraction
2022-01-03,18:25:00,40.586536,-73.946434,1,0,Unspecified
2022-01-03,06:26:00,40.825935,-73.83637,0,0,Illnes
2022-01-01,21:30:00,40.624893,-73.984406,0,0,Unspecified
2022-01-03,04:35:00,40.85108,-73.8948,0,0,Driver Inattention/Distraction
2021-12-31,20:30:00,40.707664,-73.78772,1,0,Following Too Closely
2022-01-03,18:22:00,40.705772,-73.89997,1,0,Pavement Slippery
2022-04-03,03:57:00,40.73367,-73.85766,1,0,Driver Inattention/Distraction
2021-01-05,06:20:00,40.873283,-73.870384,0,0,Pavement Slippery
2022-01-03,13:00:00,40.746685,-73.856316,0,0,Driver Inattention/Distraction
2022-01-03,18:00:00,40.6217,-73.904564,1,0,Driver Inattention/Distraction
2022-01-03,13:31:00,40.642384,-73.98042,0,0,Unspecified
2022-01-01,17:04:00,40.712883,-73.79715,0,0,Unspecified
2021-11-30,07:15:00,40.8232,-73.94515,0,0,Unspecified
2022-01-02,16:30:00,40.55554,-74.17562,0,0,Passing or Lane Usage Improper
2022-01-03,07:40:00,40.69832,-73.962265,0,0,Following Too Closely
2021-12-28,15:00:00,40.863163,-73.91988,0,0,Unsafe Lane Changing
2021-12-31,20:00:00,40.760242,-73.82144,0,0,Backing Unsafely
2022-01-02,00:00:00,40.862392,-73.91802,0,0,Driver Inattention/Distraction
2022-01-03,01:30:00,40.622414,-73.896484,1,0,Unspecified
2021-12-30,18:30:00,40.62717,-73.98214,1,0,Unspecified
2022-01-03,00:30:00,40.69168,-73.999344,0,0,Following Too Closely
2021-12-24,14:35:00,40.682304,-73.92596,0,0,Other Vehicular
2021-12-14,15:50:00,40.652096,-73.90857,0,0,Unspecified
2022-01-01,01:28:00,40.858707,-73.9037,2,0,Driver Inattention/Distraction
2021-12-20,16:00:00,40.699406,-73.95338,0,0,Passing Too Closely
2022-01-03,09:30:00,40.609566,-73.759415,0,0,Unsafe Speed
2022-01-03,09:50:00,40.811195,-73.90882,0,0,Passing Too Closely
2022-01-02,12:00:00,40.863773,-73.87039,0,0,Unspecified
2021-12-30,09:03:00,40.830265,-73.95131,0,0,Unspecified
2022-01-03,05:22:00,40.73706,-73.85266,0,0,Unsafe Speed
2022-01-01,15:15:00,40.881996,-73.89618,0,0,Unspecified
2022-01-03,19:04:00,40.674786,-73.8762,0,0,Unspecified
2022-01-03,20:00:00,40.660767,-73.757416,3,0,Traffic Control Disregarded
2022-01-03,11:06:00,40.73931,-73.91947,0,0,Driver Inattention/Distraction
2022-01-03,01:15:00,40.61023,-74.10529,0,0,Reaction to Uninvolved Vehicle
2022-01-03,07:27:00,40.871002,-73.893845,1,0,Driver Inattention/Distraction
2022-01-03,09:30:00,40.780144,-73.84876,0,0,Passing or Lane Usage Improper
2022-01-03,20:18:00,40.715263,-73.976326,2,0,Fatigued/Drowsy
2022-01-03,10:00:00,40.82066,-73.84213,0,0,Unspecified
2021-12-26,19:00:00,40.819424,-73.955574,0,0,Unspecified
2022-01-03,05:45:00,40.747902,-73.8242,0,0,Backing Unsafely
2022-01-03,18:08:00,40.63552,-74.0167,1,0,Driver Inattention/Distraction
2022-01-03,09:00:00,40.8149,-73.9075,0,0,Other Vehicular
2021-12-24,14:30:00,40.821926,-73.95376,1,0,Failure to Yield Right-of-Way
2022-01-03,20:07:00,40.74427,-73.87137,0,0,Driver Inexperience
2021-12-31,17:00:00,40.700123,-73.90622,1,0,Driver Inexperience
2021-12-31,15:04:00,40.657383,-73.911514,2,0,Failure to Yield Right-of-Way
2022-01-03,14:20:00,40.84468,-73.88968,0,0,Driver Inattention/Distraction
2022-01-03,16:30:00,40.697124,-73.91106,0,0,Unspecified
2022-01-01,16:05:00,40.69819,-73.96191,0,0,Following Too Closely
2022-01-03,14:25:00,40.578938,-73.98522,0,0,Driver Inexperience
2022-01-03,05:27:00,40.683105,-73.798134,0,0,Driver Inattention/Distraction
2022-01-03,14:00:00,40.87561,-73.84773,0,0,Passing or Lane Usage Improper
2022-01-03,13:12:00,40.68728,-73.97979,1,0,Unspecified
2022-01-03,21:00:00,40.626392,-74.130356,0,0,Unspecified
2021-12-30,18:35:00,40.83569,-73.93739,1,0,Driver Inattention/Distraction
2022-01-03,09:30:00,40.684868,-73.97317,0,0,Unspecified
2022-01-03,17:00:00,40.607243,-73.98726,0,0,Unspecified
2022-01-03,09:20:00,40.63385,-73.94097,0,0,Unspecified
2022-01-03,12:40:00,40.746555,-73.82621,0,0,Following Too Closely
2022-01-03,06:33:00,40.666355,-73.80163,2,0,Accelerator Defective
2022-01-03,18:14:00,40.60913,-73.95741,0,0,Driver Inattention/Distraction
2022-01-03,20:10:00,40.711994,-74.00811,0,0,Unspecified
2022-01-03,18:06:00,40.86997,-73.83587,0,0,Backing Unsafely
2022-01-02,20:24:00,40.635715,-73.97661,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2021-12-16,16:45:00,40.68039,-73.94956,0,0,Passing or Lane Usage Improper
2022-01-03,18:08:00,40.763103,-73.98613,0,0,Driver Inattention/Distraction
2021-12-24,18:19:00,40.85901,-73.927635,0,0,Passing Too Closely
2021-12-31,19:35:00,40.873672,-73.90176,2,0,Driver Inattention/Distraction
2022-01-03,14:00:00,40.687416,-73.972694,1,0,Driver Inattention/Distraction
2022-01-03,04:36:00,40.65067,-73.95248,2,0,Unspecified
2021-12-28,16:48:00,40.865536,-73.92728,0,0,Turning Improperly
2022-01-03,16:05:00,40.65545,-73.863335,0,0,Unspecified
2022-02-17,16:50:00,0.0,0.0,0,1,Driver Inattention/Distraction
2022-01-03,00:45:00,40.649094,-74.01694,0,0,Unspecified
2022-01-01,17:13:00,40.839176,-73.94114,0,0,Failure to Yield Right-of-Way
2022-01-03,11:00:00,40.665134,-73.78155,0,0,Backing Unsafely
2022-01-03,22:15:00,40.64361,-73.94285,3,0,Unspecified
2022-01-03,10:55:00,40.67678,-73.98348,1,0,Unsafe Speed
2022-01-03,13:01:00,40.626114,-73.97886,0,0,Unspecified
2022-01-02,23:55:00,40.63223,-73.99504,1,0,Unspecified
2021-10-08,19:34:00,40.6919944,-73.7611009,1,0,Following Too Closely
2021-10-02,22:55:00,40.6213645,-74.0219785,0,0,Unspecified
2021-10-11,16:15:00,40.844644,-73.9057681,0,0,Unspecified
2021-10-10,05:20:00,40.8283988,-73.9452966,0,0,Driver Inattention/Distraction
2021-10-05,15:05:00,40.6667077,-73.8718221,1,0,Driver Inattention/Distraction
2021-09-14,16:00:00,40.6805489,-73.9732592,0,0,Unspecified
2021-10-12,14:20:00,40.7431681,-73.9427049,0,0,Backing Unsafely
2021-12-11,16:20:00,40.599052,-74.08223,1,0,Backing Unsafely
2021-12-08,20:10:00,40.601948,-73.99382,0,0,Failure to Yield Right-of-Way
2021-12-11,04:30:00,40.86159,-73.92475,0,0,Following Too Closely
2021-12-11,19:50:00,40.683037,-73.96478,0,0,Unspecified
2021-12-11,10:00:00,40.619194,-73.9795,3,0,Driver Inattention/Distraction
2021-12-09,09:00:00,40.674397,-73.896515,0,0,Unspecified
2021-12-11,11:50:00,40.825573,-73.94121,1,0,Passenger Distraction
2021-12-11,01:00:00,40.76132,-73.9171,0,0,Alcohol Involvement
2021-12-11,08:30:00,40.840836,-73.87258,0,0,Driver Inattention/Distraction
2021-12-11,04:00:00,40.84797,-73.924774,0,0,Driver Inattention/Distraction
2021-12-11,04:45:00,40.700726,-73.94194,0,0,Driver Inattention/Distraction
2021-12-11,22:00:00,40.678417,-73.729225,4,0,Unspecified
2022-01-03,01:47:00,40.725777,-73.98661,0,0,Driverless/Runaway Vehicle
2022-01-03,20:43:00,40.745438,-73.923,0,0,Unspecified
2022-01-03,23:47:00,40.592484,-73.99494,0,0,Driver Inexperience
2022-01-03,19:31:00,40.745712,-73.972206,0,0,Driver Inattention/Distraction
2022-01-03,04:10:00,40.74508,-73.86438,1,0,Driver Inattention/Distraction
2022-01-03,19:46:00,40.578026,-73.95413,0,0,Driver Inattention/Distraction
2022-01-03,14:49:00,40.682316,-73.977135,0,0,Passing Too Closely
2022-01-03,07:35:00,40.67189,-73.895874,0,0,Unsafe Speed
2021-12-29,19:40:00,40.65257,-73.95132,0,0,Unspecified
2022-01-03,04:50:00,40.748913,-73.9374,0,0,Driver Inattention/Distraction
2022-01-03,21:35:00,40.69157,-73.99921,0,0,Unsafe Lane Changing
2021-12-26,00:15:00,40.702484,-73.85981,0,0,Unspecified
2022-01-03,10:42:00,40.750977,-73.934746,1,0,Unspecified
2022-01-03,21:50:00,40.72775,-73.97619,0,0,Driver Inattention/Distraction
2022-01-03,08:00:00,40.738403,-73.93864,0,0,Driver Inattention/Distraction
2022-01-03,23:54:00,40.668797,-73.93113,4,0,Traffic Control Disregarded
2022-01-03,20:30:00,40.710583,-73.78356,1,0,Traffic Control Disregarded
2022-01-03,19:30:00,40.759163,-73.988396,0,0,Driver Inattention/Distraction
2021-12-29,15:00:00,40.855366,-73.940254,0,0,Passing or Lane Usage Improper
2022-01-02,03:29:00,40.66112,-74.00061,0,0,Unspecified
2021-12-18,18:30:00,40.673107,-73.99959,4,0,Driver Inattention/Distraction
2022-01-03,17:00:00,40.84504,-73.853584,0,0,Other Vehicular
2022-02-20,02:00:00,40.630608,-73.97202,0,0,Unspecified
2022-02-14,20:54:00,40.779366,-73.95527,0,0,Driver Inexperience
2022-02-20,11:38:00,40.74457,-73.858986,0,0,Driver Inattention/Distraction
2022-02-20,16:30:00,40.698574,-73.82523,0,0,Unspecified
2022-04-03,00:00:00,40.689648,-73.9184,0,0,Driver Inattention/Distraction
2022-04-01,15:00:00,40.66015,-73.85333,0,0,Driver Inattention/Distraction
2022-04-03,01:30:00,40.836403,-73.875595,0,0,Failure to Yield Right-of-Way
2022-04-03,14:06:00,40.679047,-73.95857,0,0,Unsafe Speed
2022-03-31,12:45:00,40.718704,-73.98526,1,0,Unspecified
2022-04-03,00:29:00,40.67942,-73.96823,1,0,Unsafe Speed
2022-04-03,05:20:00,40.69579,-73.93313,0,0,Driver Inattention/Distraction
2022-04-03,18:30:00,40.744526,-73.77161,0,0,Driver Inattention/Distraction
2022-03-31,01:30:00,40.585056,-73.928894,1,0,Unsafe Speed
2022-03-31,11:50:00,40.630577,-73.88591,2,0,Unsafe Speed
2022-04-03,20:52:00,40.862778,-73.906166,0,0,Driver Inattention/Distraction
2022-04-01,07:40:00,40.813564,-73.951324,0,0,Driver Inexperience
2022-03-30,10:56:00,40.778606,-73.98163,0,0,Driver Inattention/Distraction
2022-04-03,09:53:00,40.73885,-73.810356,0,0,Following Too Closely
2022-04-03,00:00:00,40.670666,-73.80103,0,0,Following Too Closely
2022-04-03,02:45:00,40.650078,-73.94757,0,0,Unsafe Speed
2022-04-03,14:00:00,40.7418,-73.72815,1,0,Following Too Closely
2022-04-01,04:50:00,40.516335,-74.23283,2,0,Fatigued/Drowsy
2022-04-03,13:26:00,40.888454,-73.84197,0,0,Failure to Yield Right-of-Way
2022-04-03,16:40:00,40.61223,-73.9304,0,0,Driver Inattention/Distraction
2022-03-20,01:44:00,40.75424,-73.897934,0,0,Passing Too Closely
2022-04-03,09:04:00,40.76635,-73.95103,1,0,Passing or Lane Usage Improper
2022-04-02,18:30:00,40.68251,-73.976326,0,0,Following Too Closely
2022-04-01,14:40:00,40.84854,-73.85526,1,0,Turning Improperly
2021-10-12,10:30:00,40.6583141,-74.0035249,0,0,Unspecified
2022-04-03,04:05:00,40.73831,-73.98775,0,0,Following Too Closely
2022-04-02,08:30:00,40.63512,-74.15312,0,0,Driver Inattention/Distraction
2022-03-27,03:08:00,40.836617,-73.87377,0,0,Driver Inattention/Distraction
2022-04-03,01:15:00,40.713974,-73.953094,2,0,Unsafe Speed
2022-04-01,14:55:00,40.831177,-73.942085,1,0,Passing or Lane Usage Improper
2022-04-03,21:32:00,40.698677,-73.95886,2,0,Driver Inattention/Distraction
2022-04-03,03:10:00,40.73611,-73.85639,0,0,Driver Inattention/Distraction
2022-04-03,22:35:00,40.751545,-73.87085,1,0,Unspecified
2022-04-03,22:03:00,40.740017,-73.84565,2,0,Unsafe Speed
2022-04-03,17:40:00,40.670734,-73.93373,0,0,Driver Inattention/Distraction
2022-04-03,03:47:00,40.636333,-73.99883,0,0,Unspecified
2022-03-25,15:54:00,40.771927,-73.95774,0,0,Driver Inattention/Distraction
2022-04-01,14:25:00,40.642586,-73.94193,0,0,Unspecified
2022-03-28,18:40:00,40.635876,-74.16751,0,0,Driver Inattention/Distraction
2022-04-03,15:05:00,40.68875,-73.974915,0,0,Unspecified
2022-04-03,23:20:00,40.645767,-73.98529,0,0,Failure to Yield Right-of-Way
2022-04-03,18:15:00,40.733738,-73.95485,1,0,Failure to Yield Right-of-Way
2022-03-30,23:20:00,40.84414,-73.900536,0,0,Passing Too Closely
2022-04-03,05:15:00,40.681004,-73.81257,1,0,Traffic Control Disregarded
2022-04-03,17:34:00,40.693382,-73.83039,1,0,Passing or Lane Usage Improper
2022-04-03,23:59:00,40.60981,-73.92251,0,0,Driver Inattention/Distraction
2022-04-03,14:40:00,40.67553,-73.96319,2,0,Other Vehicular
2022-04-01,14:40:00,40.68342,-73.97545,0,0,Driver Inattention/Distraction
2022-04-03,19:00:00,40.850067,-73.9449,0,0,Unspecified
2022-04-02,04:15:00,40.738495,-73.90274,1,0,Driver Inattention/Distraction
2022-04-03,18:26:00,40.66638,-73.86109,1,0,Driver Inattention/Distraction
2022-04-03,00:21:00,40.695114,-73.93194,1,0,Unspecified
2022-03-28,12:35:00,40.695496,-73.78394,1,0,Passing Too Closely
2022-03-31,07:14:00,40.62962,-74.07667,1,0,Unspecified
2022-04-03,02:55:00,40.68559,-73.87207,0,0,Driver Inattention/Distraction
2022-04-02,22:25:00,40.651047,-73.86689,0,0,Following Too Closely
2022-03-23,07:30:00,40.607605,-74.16246,0,0,Backing Unsafely
2022-04-03,00:16:00,40.752197,-73.981834,1,0,Following Too Closely
2022-03-31,16:12:00,40.708927,-73.77733,0,0,Driver Inattention/Distraction
2022-04-03,17:30:00,40.62617,-73.94193,0,0,Driver Inattention/Distraction
2022-04-03,17:30:00,40.702408,-73.94751,0,0,Driver Inattention/Distraction
2022-04-02,18:05:00,40.706406,-74.00456,1,0,Unspecified
2022-04-03,10:55:00,40.554287,-74.132805,0,0,Driver Inattention/Distraction
2022-04-03,13:33:00,40.88261,-73.89257,0,0,Unspecified
2022-04-01,19:20:00,40.582233,-74.16907,0,0,Driver Inattention/Distraction
2022-04-03,18:42:00,40.81626,-73.91421,3,0,Other Vehicular
2022-04-03,21:40:00,40.871014,-73.84423,1,0,Unspecified
2022-04-03,17:00:00,40.74803,-73.83315,0,0,Turning Improperly
2022-04-03,09:51:00,40.683697,-73.97099,0,0,Unspecified
2022-03-27,08:20:00,40.6517,-73.97698,1,0,Driver Inattention/Distraction
2022-04-03,12:30:00,40.75632,-73.999275,0,0,Outside Car Distraction
2022-04-03,17:03:00,40.814144,-73.95571,3,0,Alcohol Involvement
2022-04-03,08:30:00,40.575924,-73.99114,0,0,Driver Inattention/Distraction
2022-04-03,20:15:00,40.698406,-73.80647,1,0,Driver Inattention/Distraction
2021-10-12,19:30:00,40.7431388,-73.8297229,0,0,Obstruction/Debris
2022-03-28,07:00:00,40.766434,-73.921776,0,0,Unspecified
2022-03-30,07:30:00,40.534325,-74.193016,2,0,Unsafe Lane Changing
2022-04-03,14:30:00,40.69973,-73.9402,0,0,Driver Inattention/Distraction
2022-04-03,09:55:00,40.73483,-73.802055,0,0,Driver Inattention/Distraction
2022-04-01,14:36:00,40.68342,-73.97545,0,0,Driver Inexperience
2022-04-03,06:00:00,40.828358,-73.888016,0,0,Driver Inattention/Distraction
2022-03-29,00:11:00,40.671383,-73.97454,4,0,Alcohol Involvement
2022-03-10,12:19:00,40.80934,-73.91248,4,0,Driver Inattention/Distraction
2022-04-03,08:46:00,40.599335,-73.99412,0,0,Traffic Control Disregarded
2022-04-03,12:50:00,40.605133,-73.94216,0,0,Unspecified
2022-04-03,01:00:00,40.77861,-73.836365,0,0,Turning Improperly
2021-10-12,13:25:00,40.758327,-73.96894,0,0,Unsafe Lane Changing
2022-04-03,07:10:00,40.667233,-73.95158,0,0,Backing Unsafely
2022-04-03,09:12:00,40.753525,-73.994545,0,0,Driver Inattention/Distraction
2022-04-03,21:42:00,40.79653,-73.97597,0,0,Failure to Yield Right-of-Way
2022-03-31,13:00:00,40.719933,-73.97876,0,0,Unspecified
2022-04-02,05:30:00,40.88773,-73.82843,0,0,Passing or Lane Usage Improper
2022-04-03,03:03:00,40.695854,-73.82095,0,0,Unsafe Speed
2022-04-03,15:24:00,40.75693,-73.77902,0,0,Driver Inattention/Distraction
2022-04-03,01:42:00,40.652626,-74.00617,0,0,Driver Inexperience
2022-04-03,14:00:00,40.649887,-73.961815,0,0,Unspecified
2022-04-03,14:00:00,40.590294,-73.952866,0,0,Driver Inattention/Distraction
2022-04-03,14:20:00,40.72857,-73.85809,1,0,Failure to Yield Right-of-Way
2022-03-30,11:35:00,40.59131,-74.16122,2,0,Driver Inattention/Distraction
2022-04-03,21:19:00,40.804585,-73.91213,0,0,Driver Inattention/Distraction
2022-03-16,08:02:00,40.630516,-74.076645,0,0,Backing Unsafely
2022-04-03,10:28:00,40.827057,-73.95202,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2022-03-26,21:20:00,40.64129,-74.08978,1,0,Driver Inattention/Distraction
2022-04-03,14:20:00,40.665363,-73.73102,1,0,Pavement Slippery
2022-03-28,10:00:00,40.778095,-73.9783,0,0,Unspecified
2022-04-01,11:17:00,40.66959,-73.9959,0,0,Traffic Control Disregarded
2022-04-03,14:35:00,40.622646,-74.00666,0,0,Driver Inattention/Distraction
2022-04-03,16:15:00,40.743797,-73.98902,1,0,Unspecified
2022-04-03,20:50:00,40.842762,-73.88919,0,0,Driver Inattention/Distraction
2022-04-03,02:49:00,40.809044,-73.92856,3,0,Tire Failure/Inadequate
2022-04-03,01:20:00,40.718502,-73.73527,0,0,Unspecified
2022-04-03,06:03:00,40.63574,-73.90853,0,0,Tire Failure/Inadequate
2022-04-03,20:14:00,40.684002,-73.81603,1,0,Traffic Control Disregarded
2022-04-03,01:53:00,40.662743,-73.921936,0,0,Unspecified
2022-04-03,18:30:00,40.710316,-73.75247,0,0,Following Too Closely
2022-03-28,12:42:00,40.886223,-73.851234,0,0,Passing Too Closely
2022-03-06,16:25:00,40.730415,-74.00252,1,0,Other Vehicular
2022-04-03,04:15:00,40.585957,-73.93233,0,0,Brakes Defective
2022-03-31,08:35:00,40.639866,-73.87788,0,0,Unspecified
2022-04-03,20:45:00,40.57944,-73.979614,1,0,Driver Inattention/Distraction
2022-03-24,17:50:00,40.671474,-73.93088,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2022-04-03,03:50:00,40.75684,-73.74961,1,0,Driver Inattention/Distraction
2022-04-03,14:40:00,40.64953,-73.91633,0,0,Unspecified
2020-06-19,17:21:00,40.62183,-73.98693,0,0,Unspecified
2022-04-03,17:04:00,40.720856,-74.00288,1,0,Following Too Closely
2022-04-03,16:00:00,40.870014,-73.832436,0,0,Unspecified
2022-04-03,05:30:00,40.833496,-73.858246,0,0,Driver Inattention/Distraction
2022-04-03,07:57:00,40.70089,-73.89336,0,0,Failure to Yield Right-of-Way
2022-04-03,01:50:00,40.666134,-73.99224,2,0,Brakes Defective
2022-03-30,23:40:00,40.68297,-73.97667,0,0,Unspecified
2022-03-29,13:17:00,40.675755,-73.97143,1,0,Unsafe Lane Changing
2022-04-03,00:30:00,40.677765,-73.90793,0,0,Driver Inattention/Distraction
2022-03-28,15:30:00,40.749397,-73.88425,0,0,Driver Inattention/Distraction
2022-03-26,09:30:00,40.607235,-74.069,0,0,Unspecified
2022-04-01,17:38:00,40.61959,-73.96792,0,0,Unspecified
2022-04-02,08:46:00,40.80801,-73.88961,0,0,Unspecified
2022-04-03,01:49:00,40.71793,-74.00099,1,0,Alcohol Involvement
2022-03-25,18:51:00,40.598392,-73.90629,0,0,Unsafe Lane Changing
2022-04-03,00:00:00,40.62488,-73.93434,0,0,Driver Inattention/Distraction
2022-04-03,03:40:00,40.76542,-73.98383,2,0,Driver Inattention/Distraction
2022-03-26,11:00:00,40.58369,-73.92157,0,0,Reaction to Uninvolved Vehicle
2022-04-03,13:05:00,40.725433,-73.951744,1,0,Driver Inattention/Distraction
2022-04-03,12:45:00,40.726524,-73.99585,0,0,Driver Inattention/Distraction
2022-03-26,16:29:00,40.706764,-73.85471,1,0,Driver Inattention/Distraction
2022-04-03,02:51:00,40.71539,-73.933914,1,0,Unspecified
2022-03-10,00:00:00,40.559437,-74.12481,0,0,Steering Failure
2022-04-03,04:57:00,40.87673,-73.847305,0,0,Unspecified
2022-03-21,00:00:00,40.823845,-73.896866,1,0,Failure to Yield Right-of-Way
2022-03-29,14:30:00,40.87314,-73.90572,1,0,Driver Inattention/Distraction
2022-04-03,18:15:00,40.677036,-73.878654,0,0,Driver Inattention/Distraction
2022-01-04,09:03:00,40.67984,-73.80265,0,0,Other Vehicular
2021-06-11,17:10:00,40.831287,-73.88173,1,0,Driver Inattention/Distraction
2021-06-10,18:24:00,40.779392,-73.95941,2,0,Other Vehicular
2021-06-11,21:26:00,40.665726,-73.884224,2,0,Driver Inexperience
2021-06-18,08:59:00,40.62577,-74.134735,0,0,Driver Inattention/Distraction
2021-06-18,18:22:00,40.768383,-73.971054,0,0,Driver Inattention/Distraction
2022-04-03,14:15:00,40.733376,-73.86665,0,0,Unspecified
2022-04-03,02:51:00,40.659336,-73.92726,3,0,Traffic Control Disregarded
2022-04-03,04:30:00,40.727013,-73.81079,0,0,Driver Inattention/Distraction
2022-03-31,00:30:00,40.66642,-73.97534,1,0,Passing or Lane Usage Improper
2022-04-03,22:30:00,40.73934,-73.7857,0,0,Unspecified
2022-04-03,08:30:00,40.692802,-73.97279,0,0,Following Too Closely
2022-03-29,17:30:00,40.733612,-73.999565,0,0,Unspecified
2022-03-30,14:10:00,40.697613,-73.93639,0,0,Unspecified
2022-04-03,09:30:00,40.670757,-73.84173,0,0,Failure to Yield Right-of-Way
2022-04-03,12:16:00,40.881966,-73.90335,0,0,Turning Improperly
2022-04-01,19:30:00,40.625103,-74.14877,1,0,Driver Inattention/Distraction
2022-03-23,17:13:00,40.824127,-73.8919,1,0,Unspecified
2022-04-03,16:24:00,40.806156,-73.9226,0,0,Other Vehicular
2022-04-03,05:50:00,40.9036,-73.85024,0,0,Aggressive Driving/Road Rage
2022-03-31,11:15:00,40.52418,-74.2348,0,0,Driver Inattention/Distraction
2022-04-03,20:29:00,40.859875,-73.89323,1,0,Failure to Yield Right-of-Way
2022-03-30,10:30:00,40.698616,-73.77664,0,0,Backing Unsafely
2022-03-28,02:42:00,40.650948,-74.00793,0,0,Unspecified
2022-04-03,02:15:00,40.754204,-73.83584,0,0,Unsafe Speed
2021-06-18,16:06:00,40.7712,-73.83345,0,0,Following Too Closely
2021-06-14,19:05:00,40.677917,-73.93861,0,0,Driver Inattention/Distraction
2021-06-16,17:38:00,40.620712,-73.98509,0,0,Unspecified
2021-06-18,04:02:00,40.728794,-74.00044,0,0,Passing Too Closely
2021-06-18,23:03:00,40.69246,-73.726875,0,0,Following Too Closely
2021-06-18,14:35:00,40.721474,-73.98383,1,0,Passing or Lane Usage Improper
2021-06-18,00:16:00,40.743595,-73.8848,0,0,Unsafe Speed
2021-06-16,08:10:00,40.632355,-73.98015,0,0,Passing Too Closely
2021-06-17,17:17:00,40.76189,-73.82967,1,0,Passenger Distraction
2021-06-16,15:00:00,40.743084,-73.9358,0,0,Unspecified
2021-06-17,18:48:00,40.69119,-73.9978,0,0,Failure to Yield Right-of-Way
2021-06-15,10:07:00,40.843246,-73.937355,0,0,Passing Too Closely
2021-06-10,12:45:00,40.6884,-73.95118,0,0,Passing Too Closely
2021-06-17,13:40:00,40.654484,-73.886536,1,0,Other Vehicular
2021-06-18,23:05:00,40.69078,-73.72728,2,0,Driver Inattention/Distraction
2021-06-18,20:30:00,40.60235,-74.189606,1,0,Driver Inattention/Distraction
2021-06-17,10:30:00,40.666946,-73.79712,1,0,Following Too Closely
2021-06-16,14:30:00,40.71359,-73.92966,0,0,Driver Inexperience
2021-06-17,03:15:00,40.549046,-74.223305,0,0,Fell Asleep
2021-06-02,14:00:00,40.708435,-73.91386,0,0,Driver Inattention/Distraction
2021-06-18,10:30:00,40.661358,-73.89276,0,0,Passing or Lane Usage Improper
2021-06-18,21:50:00,40.895226,-73.85494,0,0,Backing Unsafely
2021-06-16,01:45:00,40.75426,-73.74334,0,0,Unsafe Speed
2021-06-18,02:40:00,40.64213,-73.92936,1,0,Aggressive Driving/Road Rage
2021-06-17,09:05:00,40.629078,-74.02876,0,0,Driver Inattention/Distraction
2021-12-08,14:30:00,40.674503,-73.89265,0,0,Unspecified
2021-06-16,19:05:00,40.82384,-73.89188,0,0,Unspecified
2021-06-18,08:45:00,40.719383,-73.96319,0,0,Passing or Lane Usage Improper
2021-06-16,21:43:00,40.71772,-73.96202,1,0,Driver Inattention/Distraction
2021-06-14,09:00:00,40.667686,-73.94339,0,0,Driver Inattention/Distraction
2021-06-04,17:00:00,40.65576,-74.008354,0,0,Unspecified
2021-06-16,12:00:00,40.71329,-73.998184,0,0,Driver Inexperience
2021-06-16,12:13:00,40.625015,-73.94073,3,0,Failure to Yield Right-of-Way
2021-06-14,19:25:00,40.732243,-73.87013,2,0,Driver Inattention/Distraction
2021-06-16,16:10:00,40.708546,-73.92287,1,0,Brakes Defective
2021-06-17,14:35:00,40.666725,-73.86977,2,0,Unspecified
2021-06-18,22:51:00,40.818558,-73.92732,0,0,Passing or Lane Usage Improper
2021-06-16,01:00:00,40.769318,-73.8666,1,0,Driver Inattention/Distraction
2021-06-17,14:30:00,40.833393,-73.85939,0,0,Unspecified
2021-06-16,14:35:00,40.86908,-73.884125,0,0,Passing Too Closely
2021-06-16,21:00:00,40.72857,-73.85809,3,0,Turning Improperly
2021-06-17,21:45:00,40.6026,-74.01491,2,0,Following Too Closely
2021-06-14,16:31:00,40.829197,-73.914444,0,0,Outside Car Distraction
2021-06-16,18:48:00,40.67472,-73.85839,0,0,Failure to Yield Right-of-Way
2021-06-16,02:04:00,40.82092,-73.94333,0,0,Driver Inattention/Distraction
2021-06-17,18:40:00,40.817513,-73.91712,1,0,
2021-06-16,01:00:00,40.726376,-73.76624,0,0,Driver Inattention/Distraction
2021-06-15,23:50:00,40.690308,-73.99881,0,0,Unspecified
2021-06-04,13:30:00,40.698807,-73.91837,0,0,Driver Inattention/Distraction
2021-06-15,06:40:00,40.552948,-74.168106,1,0,Traffic Control Disregarded
2021-06-18,15:00:00,40.642868,-73.917656,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2021-06-18,05:40:00,40.675735,-73.89686,2,0,Traffic Control Disregarded
2021-06-16,02:00:00,40.86028,-73.89405,0,0,Unspecified
